Relative Path,File Type,File Size,In Xcode Project,Target Membership,Build Phase,Static Ref Count,Dynamic Risk,Classification,Confidence
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/PhoneNumberCell.h,source,1435,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/PhoneNumberCell.m,source,1833,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/StepperFormCell.h,source,191,Yes,,,1,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/StepperFormCell.m,source,3390,Yes,Pure Pets,Sources,1,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormBaseCell.h,source,1656,Yes,,,439,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormBaseCell.m,source,3948,Yes,Pure Pets,Sources,66,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormButtonCell.h,source,1297,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormButtonCell.m,source,6668,Yes,Pure Pets,Sources,41,Yes,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormCheckCell.h,source,1294,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormCheckCell.m,source,2587,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormCustomCell.h,source,1298,Yes,,,4,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormCustomCell.m,source,13748,Yes,Pure Pets,Sources,4,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormDateCell.h,source,2078,Yes,,,17,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormDateCell.m,source,14021,Yes,Pure Pets,Sources,1902,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormDatePickerCell.h,source,1416,Yes,,,5,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormDatePickerCell.m,source,3201,Yes,Pure Pets,Sources,5,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormDescriptorCell.h,source,1859,Yes,,,491,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormImageCell.h,source,1296,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormImageCell.m,source,7375,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormImageSelectorCell.h,source,1526,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormImageSelectorCell.m,source,12934,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormInlineRowDescriptorCell.h,source,1373,Yes,,,34,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormInlineSelectorCell.h,source,1312,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormInlineSelectorCell.m,source,7012,Yes,Pure Pets,Sources,5658,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormLeftRightSelectorCell.h,source,1427,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormLeftRightSelectorCell.m,source,22778,Yes,Pure Pets,Sources,6,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormPickerCell.h,source,1396,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormPickerCell.m,source,5649,Yes,Pure Pets,Sources,3773,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormSegmentedCell.h,source,1426,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormSegmentedCell.m,source,8345,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormSelectorCell.h,source,1301,Yes,,,17,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormSelectorCell.m,source,21694,Yes,Pure Pets,Sources,9480,Yes,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormSliderCell.h,source,1288,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormSliderCell.m,source,3568,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormStepCounterCell.h,source,1307,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormStepCounterCell.m,source,4693,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormSwitchCell.h,source,1349,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormSwitchCell.m,source,2446,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormTextFieldCell.h,source,1682,Yes,,,26,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormTextFieldCell.m,source,17308,Yes,Pure Pets,Sources,26,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormTextViewCell.h,source,1799,Yes,,,4,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Cell/XLFormTextViewCell.m,source,9016,Yes,Pure Pets,Sources,4,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Controllers/XLFormOptionsObject.h,source,1635,Yes,,,19,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Controllers/XLFormOptionsObject.m,source,3225,Yes,Pure Pets,Sources,19,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Controllers/XLFormOptionsViewController.h,source,1677,Yes,,,9,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Controllers/XLFormOptionsViewController.m,source,11946,Yes,Pure Pets,Sources,1894,Yes,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Controllers/XLFormRowDescriptorViewController.h,source,1544,Yes,,,50,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Controllers/XLFormViewController.h,source,7022,Yes,,,1170,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Controllers/XLFormViewController.m,source,96634,Yes,Pure Pets,Sources,104,Yes,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Descriptors/XLFormDescriptor.h,source,4644,Yes,,,100,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Descriptors/XLFormDescriptor.m,source,23036,Yes,Pure Pets,Sources,22,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Descriptors/XLFormDescriptorDelegate.h,source,2268,Yes,,,94,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Descriptors/XLFormRowDescriptor.h,source,11096,Yes,,,598,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Descriptors/XLFormRowDescriptor.m,source,28037,Yes,Pure Pets,Sources,336,Yes,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Descriptors/XLFormSectionDescriptor.h,source,3358,Yes,,,100,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Descriptors/XLFormSectionDescriptor.m,source,14545,Yes,Pure Pets,Sources,78,Yes,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/NSArray+XLFormAdditions.h,source,1309,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/NSArray+XLFormAdditions.m,source,1599,Yes,Pure Pets,Sources,3054,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/NSExpression+XLFormAdditions.h,source,1319,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/NSExpression+XLFormAdditions.m,source,1912,Yes,Pure Pets,Sources,4,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/NSObject+XLFormAdditions.h,source,1314,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/NSObject+XLFormAdditions.m,source,2281,Yes,Pure Pets,Sources,575,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/NSPredicate+XLFormAdditions.h,source,1314,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/NSPredicate+XLFormAdditions.m,source,1971,Yes,Pure Pets,Sources,222,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/NSString+XLFormAdditions.h,source,1402,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/NSString+XLFormAdditions.m,source,2876,Yes,Pure Pets,Sources,14482,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/UIView+XLFormAdditions.h,source,1483,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/UIView+XLFormAdditions.m,source,2542,Yes,Pure Pets,Sources,4550,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/Views/XLFormRightDetailCell.h,source,1281,Yes,,,4,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/Views/XLFormRightDetailCell.m,source,1501,Yes,Pure Pets,Sources,4,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/Views/XLFormRightImageButton.h,source,1276,Yes,,,5,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/Views/XLFormRightImageButton.m,source,1566,Yes,Pure Pets,Sources,5,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/Views/XLFormRowNavigationAccessoryView.h,source,1476,Yes,,,8,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/Views/XLFormRowNavigationAccessoryView.m,source,3935,Yes,Pure Pets,Sources,8,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/Views/XLFormTextView.h,source,1408,Yes,,,5,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Helpers/Views/XLFormTextView.m,source,3272,Yes,Pure Pets,Sources,5,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Validation/XLFormRegexValidator.h,source,1600,Yes,,,4,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Validation/XLFormRegexValidator.m,source,2523,Yes,Pure Pets,Sources,4,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Validation/XLFormValidationStatus.h,source,1826,Yes,,,14,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Validation/XLFormValidationStatus.m,source,2118,Yes,Pure Pets,Sources,14,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Validation/XLFormValidator.h,source,1399,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Validation/XLFormValidator.m,source,1964,Yes,Pure Pets,Sources,2,No,,
Pure Pets/DesignFiles/MostUsed/XLForm/XL/Validation/XLFormValidatorProtocol.h,source,1415,Yes,,,32,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/XLForm.h,source,7169,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/MostUsed/XLForm/XL/XLForm.m,source,4151,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/MostUsed/XLForm/XLForm.bundle/add_img@2x.png,resource,149,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/MostUsed/XLForm/XLForm.bundle/add_img@3x.png,resource,166,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/MostUsed/XLForm/XLForm.bundle/compose_picture_add@2x.png,resource,1854,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/MostUsed/XLForm/XLForm.bundle/forwardarrow@2x.png,resource,1559,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/MostUsed/XLForm/XLForm.bundle/forwardarrowAr@2x.png,resource,2117,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/MostUsed/XLForm/XLForm.bundle/xlcheck@2x.png,resource,778,No,,,0,No,CONFIRMED PROJECT ISSUE,Certain
Pure Pets/DesignFiles/PP/MatchedTransitions/MatchedContainerView.swift,source,231,Yes,Pure Pets,Sources,1,No,,
Pure Pets/DesignFiles/PP/MatchedTransitions/MatchedGeometryModifier.swift,source,1637,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/PP/MatchedTransitions/MatchedGeometryState.swift,source,1471,Yes,Pure Pets,Sources,7,No,,
Pure Pets/DesignFiles/PP/MatchedTransitions/MatchedHostingController.swift,source,817,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/PP/MatchedTransitions/TransitionManager.swift,source,4583,Yes,Pure Pets,Sources,1,No,,
Pure Pets/DesignFiles/PP/MatchedTransitions/TransitionView.swift,source,704,Yes,Pure Pets,Sources,2,No,,
Pure Pets/DesignFiles/PP/PPBackground/PPBackgroundView.h,source,2862,Yes,,,36,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPBackground/PPBackgroundView.m,source,42537,Yes,,,36,No,PROBABLE UNUSED CANDIDATE,Medium
Pure Pets/DesignFiles/PP/PPBackground/PPBackgroundViewApexBridge.m,source,8800,Yes,Pure Pets,Sources,36,No,,
Pure Pets/DesignFiles/PP/PPBackground/PPHeroApex.swift,source,160776,Yes,Pure Pets,Sources,13,Yes,,
Pure Pets/DesignFiles/PP/PPBackground/PPHeroApexMotion.swift,source,6831,Yes,Pure Pets,Sources,102,No,,
Pure Pets/DesignFiles/PP/PPComponent/PPDiscountBadge.h,source,412,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPComponent/PPDiscountBadge.m,source,1967,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/PP/PPComponent/PPLeftRight/XLFormRowFullWidthTextFieldCell.h,source,2982,Yes,,,5,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPComponent/PPLeftRight/XLFormRowFullWidthTextFieldCell.m,source,27156,Yes,Pure Pets,Sources,315,No,,
Pure Pets/DesignFiles/PP/PPComponent/PPMenuHelper.h,source,3023,Yes,,,17,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPComponent/PPMenuHelper.m,source,14313,Yes,Pure Pets,Sources,259,No,,
Pure Pets/DesignFiles/PP/PPComponent/PPModrenSegmrnted.h,source,1568,Yes,,,13,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPComponent/PPModrenSegmrnted.m,source,35756,Yes,Pure Pets,Sources,13,No,,
Pure Pets/DesignFiles/PP/PPComponent/PPProductCard.h,source,1654,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPComponent/PPProductCard.m,source,11067,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/PP/PPComponent/PPRatingView.h,source,857,Yes,,,3,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPComponent/PPRatingView.m,source,4383,Yes,Pure Pets,Sources,3,No,,
Pure Pets/DesignFiles/PP/PPComponent/PPS.h,source,5961,Yes,,,66,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPComponent/PPS.m,source,51453,Yes,Pure Pets,Sources,26,Yes,,
Pure Pets/DesignFiles/PP/PPComponent/PPSearchFilterView.h,source,882,Yes,,,14,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPComponent/PPSearchFilterView.m,source,13181,Yes,Pure Pets,Sources,5,No,,
Pure Pets/DesignFiles/PP/PPComponent/PPSectionHeader.h,source,798,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPComponent/PPSectionHeader.m,source,3249,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/PP/PPComponent/UITabBarItem+PPFactory.h,source,272,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPComponent/UITabBarItem+PPFactory.m,source,668,Yes,Pure Pets,Sources,77,No,,
Pure Pets/DesignFiles/PP/PPFormEngine/PPFormEngine.h,source,8887,Yes,,,256,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPFormEngine/PPFormEngine.m,source,41612,Yes,Pure Pets,Sources,133,No,,
Pure Pets/DesignFiles/PP/PPFormEngine/PPFormEngineUsageExample.m,source,3663,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/PP/PPFormEngine/README.md,resource,4565,Yes,Pure Pets,Resources,0,No,MANUAL REVIEW REQUIRED,Medium
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/ImageViewerController.h,source,534,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/ImageViewerController.m,source,11075,Yes,Pure Pets,Sources,2,No,,
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/PPImageCollection.h,source,6015,Yes,,,126,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/PPImageCollection.m,source,163061,Yes,Pure Pets,Sources,50,Yes,,
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/PPImageManager.h,source,2085,Yes,,,5,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/PPImageManager.m,source,17895,Yes,Pure Pets,Sources,5,No,,
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QB.h,source,1310,Yes,,,10,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QB.m,source,11225,Yes,Pure Pets,Sources,10,No,,
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBAlbumCell.h,source,1309,Yes,,,7,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBAlbumCell.m,source,8101,Yes,Pure Pets,Sources,7,Yes,,
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBAlbumsViewController.h,source,361,Yes,,,16,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBAlbumsViewController.m,source,22965,Yes,Pure Pets,Sources,34,Yes,,
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBAssetCell.h,source,628,Yes,,,5,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBAssetCell.m,source,2046,Yes,Pure Pets,Sources,4,No,,
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBAssetsViewController.h,source,458,Yes,,,21,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBAssetsViewController.m,source,33791,Yes,Pure Pets,Sources,356,No,,
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBCheckmarkView.h,source,344,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBCheckmarkView.m,source,2675,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBImagePicker.h,source,578,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBImagePicker.storyboard,resource,22390,Yes,Pure Pets,Resources,0,No,MANUAL REVIEW REQUIRED,Medium
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBImagePickerController.h,source,1819,Yes,,,30,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBImagePickerController.m,source,4577,Yes,Pure Pets,Sources,13,No,,
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBSlomoIconView.h,source,302,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBSlomoIconView.m,source,782,Yes,Pure Pets,Sources,2,No,,
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBVideoIconView.h,source,301,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBVideoIconView.m,source,1195,Yes,Pure Pets,Sources,2,No,,
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBVideoIndicatorView.h,source,478,Yes,,,1,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/QBVideoIndicatorView.m,source,692,Yes,Pure Pets,Sources,1,No,,
Pure Pets/DesignFiles/PP/PPNAV/BBCheckoutSummaryView.h,source,1371,Yes,,,117,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPNAV/BBCheckoutSummaryView.m,source,64220,Yes,Pure Pets,Sources,0,Yes,MANUAL REVIEW REQUIRED,Low
Pure Pets/DesignFiles/PP/PPNAV/PPBottomBar.h,source,5036,Yes,,,15,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPNAV/PPBottomBar.m,source,145398,Yes,Pure Pets,Sources,104,Yes,,
Pure Pets/DesignFiles/PP/PPNAV/PPBottomBarManager.h,source,410,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPNAV/PPBottomBarManager.m,source,3459,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/PP/PPNAV/PPBottomSurfaceCoordinator.h,source,937,Yes,,,25,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPNAV/PPBottomSurfaceCoordinator.m,source,21296,Yes,Pure Pets,Sources,25,Yes,,
Pure Pets/DesignFiles/PP/PPNAV/PPNavBarTitleView.h,source,763,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPNAV/PPNavBarTitleView.m,source,5815,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/PP/PPNAV/PPNavigationController.h,source,2320,Yes,,,71,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPNAV/PPNavigationController.m,source,26099,Yes,Pure Pets,Sources,4429,Yes,,
Pure Pets/DesignFiles/PP/PPNAV/PPPremuimChekoutView.swift,source,53035,Yes,Pure Pets,Sources,4,Yes,,
Pure Pets/DesignFiles/PP/PPNAV/UITabBarItem+PPAdditions.h,source,2295,Yes,,,2,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPNAV/UITabBarItem+PPAdditions.m,source,9154,Yes,Pure Pets,Sources,4629,No,,
Pure Pets/DesignFiles/PP/PPNAV/UIViewController+PPBottomSurface.h,source,273,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPNAV/UIViewController+PPBottomSurface.m,source,367,Yes,Pure Pets,Sources,785,No,,
Pure Pets/DesignFiles/PP/PPNAV/UIViewController+PPNavBar.h,source,12733,Yes,,,420,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPNAV/UIViewController+PPNavBar.m,source,122660,Yes,Pure Pets,Sources,3495,Yes,,
Pure Pets/DesignFiles/PP/PPNAV/UIViewController+PPNavBar.m.bak.20260412-013337,other,117718,No,,,0,No,REPOSITORY HYGIENE,High
Pure Pets/DesignFiles/PP/PPSelectOptionViewController/PPOptionCell.h,source,1529,No,,,8,No,,
Pure Pets/DesignFiles/PP/PPSelectOptionViewController/PPOptionCell.m,source,22624,Yes,Pure Pets,Sources,8,No,,
Pure Pets/DesignFiles/PP/PPSelectOptionViewController/PPSelectAddressVC.h,source,1593,No,,,314,No,,
Pure Pets/DesignFiles/PP/PPSelectOptionViewController/PPSelectAddressVC.m,source,45961,Yes,Pure Pets,Sources,3,Yes,,
Pure Pets/DesignFiles/PP/PPSelectOptionViewController/PPSelectOptionViewController.h,source,3509,No,,,117,No,,
Pure Pets/DesignFiles/PP/PPSelectOptionViewController/PPSelectOptionViewController.m,source,65375,Yes,Pure Pets,Sources,65,Yes,,
Pure Pets/DesignFiles/PP/PPStyles/HJCarouselViewLayout.h,source,780,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPStyles/HJCarouselViewLayout.m,source,6765,Yes,Pure Pets,Sources,0,No,HIGH-CONFIDENCE UNUSED CANDIDATE,High
Pure Pets/DesignFiles/PP/PPStyles/HXCompatibilityCategories.h,source,1416,No,,,0,No,,
Pure Pets/DesignFiles/PP/PPStyles/HXCompatibilityCategories.m,source,4298,No,,,12700,No,,
Pure Pets/DesignFiles/PP/PPStyles/PPAlertHelper.h,source,6199,Yes,,,170,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPStyles/PPAlertHelper.m,source,56909,Yes,Pure Pets,Sources,170,No,,
Pure Pets/DesignFiles/PP/PPStyles/PPColorUtils.h,source,4929,Yes,,,19,No,PROTECTED OR REQUIRED,Protected
Pure Pets/DesignFiles/PP/PPStyles/PPColorUtils.m,source,28542,Yes,Pure Pets,Sources,12719,No,,
Pure Pets/DesignFiles/PP/PPStyles/PPDesignTokens.h,source,6670,Yes,,,0,No,PROTECTED OR REQUIRED,Protected
